datetime,top_10,percent_change_values
2021-01-25,"['DIVI.NS', 'HCLT.NS', 'TEML.NS', 'INFY.NS', 'LTIM.NS', 'BAJA.NS', 'MAHM.NS', 'APSE.NS', 'JSTL.NS', 'GRAS.NS']","[-0.0493271644991113, -0.0728342217801609, -0.019829722351581, -0.0759219897826005, 0.0087671149727288, -0.0347469879518071, -0.0611222444889778, -0.0487122060470324, -0.0227757059136919, 0.0514441654112183]"
2021-02-01,"['DIVI.NS', 'HCLT.NS', 'TCS.NS', 'INFY.NS', 'LTIM.NS', 'BAJA.NS', 'MAHM.NS', 'APSE.NS', 'JSTL.NS', 'GRAS.NS']","[0.1343086487529119, 0.0351750805845809, 0.0186935151481967, 0.0266736612727491, 0.0405534245360414, 0.0562808927055769, 0.154615795090715, 0.112320973121444, 0.0963609104538638, 0.123573163015088]"
2021-02-08,"['DIVI.NS', 'HCLT.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'BAJA.NS', 'MAHM.NS', 'APSE.NS', 'JSTL.NS', 'GRAS.NS']","[-0.026959149236746, 0.0150609895443136, 0.0208627450980391, 0.0296360349029165, -0.0205471114576382, -0.0224992614475627, 0.0497400346620449, 0.087573860128759, 0.0039781203381403, 0.0472136576103132]"
2021-02-15,"['DIVI.NS', 'TCS.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'BAJA.NS', 'MAHM.NS', 'APSE.NS', 'TISC.NS', 'GRAS.NS']","[-0.0527504436199387, -0.0427391276212059, -0.0416410571604177, -0.0141242937853107, -0.0542711415029889, -0.0326277486974287, -0.0322491882670188, 0.0598443074927019, -0.0238684325425702, -0.019402743610464]"
2021-02-22,"['DIVI.NS', 'TCS.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'BAJA.NS', 'MAHM.NS', 'APSE.NS', 'HCLT.NS', 'GRAS.NS']","[-0.0454416439600363, -0.0577990415870294, 0.0355940355940354, -0.0294277085108031, -0.0577912198208144, -0.050586088825573, -0.0828547057150981, 0.0342769701606733, -0.042180137021962, -0.0141214724195949]"
2021-03-01,"['DIVI.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'JSTL.NS', 'MAHM.NS', 'APSE.NS', 'HCLT.NS', 'GRAS.NS']","[0.0397847224287115, -0.0121345029239765, 0.0068122000309644, 0.0505864517673342, 0.0681417623929097, 0.0094386487829109, 0.0421626984126983, 0.1080781180648025, 0.0352411257738394, 0.1153814424875139]"
2021-03-08,"['DIVI.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'BAJA.NS', 'GRAS.NS']","[0.0043324087048528, -0.0226431848453456, -0.0233738274642472, 0.0441634389002809, 0.0444455964269567, -0.0322602845750232, 0.0183246073298428, -0.0277722144335403, -0.0264033264033263, 0.0299772664404394]"
2021-03-15,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'BAJA.NS', 'GRAS.NS']","[0.0417356349018681, 0.0148394912174441, -0.0270823492363407, -0.0221115030730624, 0.0147034401770427, 0.0181262587679698, -0.006426735218509, -0.0575430886493167, -0.0257180226350629, 0.0230155214830491]"
2021-03-22,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'HCLT.NS', 'GRAS.NS']","[0.0105549880830779, -0.0237242614145032, -0.0406214597831364, -0.0061363382795939, -0.0313734193931709, 0.0461800818553888, -0.0599200282253321, 0.0244808743169397, -0.001978268247642, -0.0040035261253834]"
2021-03-29,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'BAJA.NS', 'GRAS.NS']","[0.1427448337825696, 0.0706098120128382, 0.0382928475033739, 0.0366711570124231, 0.0419406065949403, 0.1254482623720414, 0.0103208857196472, 0.0472228148780315, 0.0385100922522023, 0.034789401057262]"
2021-04-05,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'ULTC.NS', 'GRAS.NS']","[0.2206388206388205, 0.0308351177730192, 0.0339561332250202, 0.0403190874963903, 0.0646274540764149, 0.0422339957128787, -0.0203689945517583, 0.1186417657045841, -0.0100290065264684, -0.009969045376117]"
2021-04-12,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.0025764895330112, 0.0247888104140701, -0.025769956002514, -0.0605808264806911, -0.0659343068834219, -0.0102835458430491, 0.0385514756999305, -0.0826857697911608, -0.0054814814814815, -0.0602777917831577]"
2021-04-19,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0258314497901195, -0.0554054054054053, -0.0516129032258064, -0.0147368421052631, -0.046174692413995, 0.039707947205841, -0.0532465161565143, -0.0399073461283917, -0.0099806345896021, -0.0554980714595716]"
2021-04-26,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'INFY.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.1297607806106391, 0.0426323319027182, -0.0005102040816326, 0.0154071075123707, -0.002768504373365, 0.1171132238547969, -0.0325877362128809, 0.0064796305231955, 0.0073728558531447, 0.0967452310716943]"
2021-05-03,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'MAHM.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.054468203663718, 0.1007135016465423, 0.0302875616811297, 0.0559483553642791, -0.0312704468327286, 0.1434719535783364, 0.0197329081124177, 0.0516402986096844, -0.0604929051530993, 0.0341359016055926]"
2021-05-10,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.0658563973842394, -0.0456245325355273, 0.0313790255986787, -0.0326055312954876, -0.0451759759953971, -0.042500105721656, -0.0247805311701298, -0.044545750569847, 0.0256756756756757, -0.0569812342520752]"
2021-05-17,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.0125866214113986, 0.0182863113897595, 0.0027221777421937, 0.0285886247366837, 0.0159239602455916, -0.0167829255366133, 0.0289425706472197, 0.0485992774861974, 0.00705262342091, 0.0035478561689992]"
2021-05-24,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.012030936694357, -0.0052591072344791, 0.0180453529223889, 0.0507119173005656, 0.0751712826349892, -0.0086246065661393, 0.0373200442967884, 0.0090353614144564, 0.0080806526088963, 0.0682290677560635]"
2021-05-31,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0455204407074516, 0.0188265635074145, 0.0508235294117647, 0.0046408019305737, -0.0187891589545962, 0.0155867693701856, -0.0138073378171594, 0.0743413000064421, 0.0488586915031681, 0.0257941022403833]"
2021-06-07,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0138657792567942, -0.0048095177825592, 0.0471712195850126, 0.0242054693274202, 0.0822616232824509, 0.0335950745070046, 0.044203081586259, 0.0070756131198657, 0.0414149501419316, -0.0084150608718712]"
2021-06-14,"['JSTL.NS', 'HALC.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.0828774617067834, -0.0554495739539614, -0.0380612972202424, -0.0081183474652715, -0.0242822109914737, -0.05702076229119, 0.0389798880364917, -0.1731467698719856, 0.0341067934022925, -0.0066080736576149]"
2021-06-21,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0281837160751565, -0.0067125190132926, 0.0066686425607587, -0.004183339396144, 0.0351013292341044, 0.066785681589307, 0.0471629082684761, 0.0257074962194858, 0.0240605569072722, 0.0176261596215969]"
2021-06-28,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[-0.0263959390862944, 0.0003661906188621, 0.0154570881790077, -0.016255707762557, -0.0409446092621, -0.025101909461489, -0.0040655571083725, -0.0025273799494525, 0.0079197465681097, -0.0113481654306287]"
2021-07-05,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'LTIM.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0152688812751378, 0.0018635607321131, -0.1119164975355174, -0.0237653174897884, 0.002782651668038, 0.0909771566901409, -0.0031253986477866, 0.0254786036036036, 0.0030775275013095, 0.006981055468455]"
2021-07-12,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'DIVI.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0323527254053261, -0.0070750016607984, 0.0161606268364349, 0.0988018257892735, 0.0320173535791757, 0.0315487541231793, -0.0047667797043956, -0.0561427590940287, -0.0038514263333115, 0.048095114304181]"
2021-07-19,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'DIVI.NS', 'TISC.NS', 'INFY.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0198266060261511, 0.0315960258254439, -0.050441767068273, 0.0370402423193423, 0.0141142592903984, 0.0023074817161405, 0.0225015268893247, -0.0109802210587551, 0.0159239842726079, -0.0145010142855436]"
2021-07-26,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'DIVI.NS', 'TISC.NS', 'HALC.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.027036443453418, -0.0406323469801378, -0.0054136355946541, -0.0200283735291663, 0.0168609772527075, 0.1193226939285159, 0.1318066157760814, -0.0081611646202484, -0.0243823776043345, 0.0011939567450214]"
2021-08-02,"['JSTL.NS', 'ASPN.NS', 'TAMO.NS', 'WIPR.NS', 'DIVI.NS', 'TISC.NS', 'HALC.NS', 'APSE.NS', 'TACN.NS', 'GRAS.NS']","[0.0276816608996539, 0.0027041187108114, 0.0207518285422692, 0.0184790939282977, 0.0020178960885428, -0.0037998324060635, -0.0059577338129497, 0.0536693847294291, 0.033190082644628, -0.0131176016712254]"
2021-08-09,"['JSTL.NS', 'TEML.NS', 'TAMO.NS', 'WIPR.NS', 'DIVI.NS', 'TISC.NS', 'HALC.NS', 'APSE.NS', 'LTIM.NS', 'GRAS.NS']","[-0.0109592658612267, 0.0718769698975618, 0.0239960006665556, 0.0292642140468226, 0.0066517493897477, 0.0229555936592364, -0.0002261675901842, -0.009216265653581, 0.0082108275104191, -0.0196633317220227]"
2021-08-16,"['JSTL.NS', 'TEML.NS', 'TAMO.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'HALC.NS', 'APSE.NS', 'LTIM.NS', 'GRAS.NS']","[-0.0860423202723449, 0.01160388561306, -0.07860048820179, 0.0073923639317627, 0.0147859694325701, -0.0588718873278905, -0.0868680013573125, -0.0240715756585954, 0.01146529562982, -0.0081836349637406]"
2021-08-23,"['JSTL.NS', 'TEML.NS', 'TAMO.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'GRAS.NS']","[-0.0103710195734736, 0.0330189013105237, 0.0093606499470151, 0.024030320135473, -0.0139357742577685, 0.0062155423088106, 0.069157644573541, 0.0579161816065192, 0.0641183347735476, -0.0177482991060728]"
2021-08-30,"['JSTL.NS', 'TEML.NS', 'TAMO.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'GRAS.NS']","[0.0197785977859779, -0.0023868085231293, 0.0342957130358705, 0.03173478226632, -0.0047694288389512, 0.0429865951676773, 0.0332652078342265, 0.0383768913342503, 0.0434977835524303, 0.0357608494102104]"
2021-09-06,"['JSTL.NS', 'TEML.NS', 'ULTC.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TCS.NS']","[-0.0028224055579677, -0.0060334942539854, -0.0037830309418053, 0.0110670126698213, -0.0053214947226061, 0.0023205070481071, 0.0009650808068433, -0.0068883295800767, -0.0048889906157014, -0.0151440718447413]"
2021-09-13,"['JSTL.NS', 'TEML.NS', 'ULTC.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[-0.0096523695478628, 0.0127681447128651, -0.0286914410584848, 0.0043783498150524, -0.0001773468905178, -0.0422252937111263, 0.0053550640279393, 0.0232092837134854, 0.0516510106632563, -0.0061974789915966]"
2021-09-20,"['JSTL.NS', 'TAMO.NS', 'ULTC.NS', 'WIPR.NS', 'INFY.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[-0.0339293565880111, 0.04280091833388, -0.0246827933634601, 0.0169109357384442, 0.0428959971619464, -0.0821127065444837, 0.1001056994572511, -0.0290705253552341, 0.090302261493373, 0.0120494662297854]"
2021-09-27,"['JSTL.NS', 'TAMO.NS', 'SBI.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[0.0229082909808087, 0.0482780311369712, 0.0151719487525286, -0.0594974131559497, 0.0308480228680323, 0.0202421193302413, -0.0727733995465831, -0.0132250268528463, -0.0771181204714869, 0.0116971279373367]"
2021-10-04,"['JSTL.NS', 'TAMO.NS', 'LART.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[-0.0124582869855394, 0.1489648964896488, 0.0179191861629842, 0.0391355599214144, 0.0898671288272674, 0.0025426667180337, 0.0216355412218094, 0.0067351520511598, 0.0404726298949711, -0.0220914627851761]"
2021-10-11,"['JSTL.NS', 'TAMO.NS', 'SBI.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[0.0405496733498536, 0.2993863428646037, 0.0665217391304348, 0.0712395069197611, 0.0872911542702061, 0.0567959113092264, 0.0535315321259908, 0.0985268279497229, 0.0192778534482036, 0.0896231394489603]"
2021-10-18,"['JSTL.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[-0.0361550119073393, -0.0134646302250804, -0.078505214368482, -0.0364984115778327, -0.0593007156646712, -0.0573070070179265, 0.0091541952198346, -0.062746062992126, 0.0728983915132237, -0.0884518504165859]"
2021-10-25,"['SBI.NS', 'TAMO.NS', 'LART.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[-0.0085883514313919, -0.0146669382766346, -0.014283721878559, -0.0522420867526377, -0.011795190713101, 0.0151976856316295, -0.0448598041681622, -0.0903124179574691, 0.0212118896614961, -0.0226378998830906]"
2021-11-01,"['SBI.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'HALC.NS']","[0.0563576620531716, 0.0124043828819515, 0.007181984175289, 0.0107460378817163, 0.0202219378657884, 0.007561077548539, -0.012746091021062, 0.02987012987013, 0.0123759783308141, 0.0278381905176163]"
2021-11-08,"['SBI.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'GRAS.NS']","[-0.0360071637289094, 0.0354298550132734, 0.0247764080251389, 0.0097139360562947, 0.044309653541688, -0.0291500113130704, 0.0386381721041264, 0.0512820512820511, 0.0706947524020695, 0.0373129630006461]"
2021-11-15,"['SBI.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[-0.0147648381734624, 0.0052263090425006, -0.0186932421276093, -0.0130293159609119, -0.024138609962591, -0.0781899397941348, -0.0192926484912826, -0.0323204051712647, -0.0131984951506575, -0.0108832832633621]"
2021-11-22,"['GRAS.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[-0.044844472229615, -0.0971159505591524, -0.0785409530677242, -0.0460511167395809, -0.0750141231539018, -0.0626158772964772, -0.0691190625653902, -0.0122581089456648, -0.0698621225157918, -0.0257375176133977]"
2021-11-29,"['INFY.NS', 'TAMO.NS', 'TACN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0263453577764636, 0.0432420686657974, 0.0099126124951087, 0.0310564003540108, 0.0335689045936395, 0.0051245167670592, 0.0483229482303364, 0.0283064909712056, 0.0301656062452055, 0.043145191427754]"
2021-12-06,"['INFY.NS', 'TAMO.NS', 'LART.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0136556134942813, 0.0298896063320139, 0.0413562521967854, -0.0039016777214202, -0.0126200274348422, 0.0554561717352415, 0.0127167828369174, 0.0410197301511967, -0.0344072362513415, 0.0058683271383941]"
2021-12-13,"['INFY.NS', 'TAMO.NS', 'LART.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0350149211311638, -0.0490443927596319, -0.0140386333122332, 0.0509988249118682, -0.0251993074999464, -0.040593220338983, -0.0850822365635108, -0.0569884069297902, 0.0552077662856107, 0.0250834023482304]"
2021-12-20,"['INFY.NS', 'TAMO.NS', 'GRAS.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0234231265617705, -0.005529561888558, -0.0271168144393992, 0.0412194394752536, 0.0171241887388176, -0.0147071283455524, -0.0175047209982597, -0.0021410318392155, 0.0269764842440136, 0.0492741815045412]"
2021-12-27,"['INFY.NS', 'TAMO.NS', 'GRAS.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0130131473034611, 0.0316509837467919, 0.0070457738985523, 0.0241964349631325, 0.0874991916187029, -0.0035860144200449, 0.0305045994014023, 0.0109357696566998, 0.0230864223371078, 0.0387225106687973]"
2022-01-03,"['INFY.NS', 'TAMO.NS', 'LART.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[-0.0389087538074427, 0.0169983416252073, 0.0052242613221241, -0.0053819808485356, 0.0199413257215348, 0.0439965434703659, 0.0823286928112543, 0.0079419416678079, -0.0172599563557011, -0.0484207936493478]"
2022-01-10,"['INFY.NS', 'TAMO.NS', 'HALC.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[0.0634128865127046, 0.0393395841826333, 0.0188128772635815, -0.1007730147575545, 0.0077933688342985, 0.0458913258930495, 0.0254998887474791, 0.0597744871620704, -0.0176394257124814, 0.0198960580446576]"
2022-01-17,"['INFY.NS', 'TAMO.NS', 'BJFN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'APSE.NS', 'LTIM.NS', 'TEML.NS']","[-0.0744551273745043, -0.0157874092959402, -0.0570049235884647, -0.0543138480775242, -0.0249156301224567, -0.0361733684904416, -0.1029396420589027, -0.0720420458915523, -0.0967103915460524, -0.0829808288567403]"
2022-01-24,"['HALC.NS', 'TAMO.NS', 'BJFN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[-0.0172361960116243, -0.0090664541197569, -0.0686896084082048, -0.0874307908437318, -0.0840733342562743, -0.0727109173292297, -0.0695706205005142, 0.0217917675544795, -0.0754246301104194, -0.1147752417661667]"
2022-01-31,"['HALC.NS', 'TAMO.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[0.07096971550933, 0.0066358335009049, 0.0769184435610167, 0.0354976002897764, 0.0671748143029884, 0.0844973093810055, 0.0662555144337528, 0.0047393364928909, 0.0626654599893428, 0.0266189350757679]"
2022-02-07,"['HALC.NS', 'TAMO.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[0.033419023136247, -0.0034958050339592, -0.0154930365232954, -0.0180148666375162, -0.0116949598365133, 0.0664370880541915, -0.0057171679362468, -0.0085495283018867, -0.044914040114613, -0.0160888858288871]"
2022-02-14,"['HALC.NS', 'TAMO.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[-0.0241385664271236, -0.0114262804450236, -0.0195432337234405, 0.001781102502449, 0.019121711536493, -0.0507393678504523, -0.0010271145837857, -0.0014867677668748, -0.0232005800145004, 0.0091585089720516]"
2022-02-21,"['HALC.NS', 'JSTL.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[0.008119335347432, -0.0526982117423642, -0.0363309769382316, -0.0128011378789226, -0.0082364049097009, -0.0381676184077931, -0.0201533869058898, -0.0500297796307326, -0.0248010033016814, -0.0335547095082838]"
2022-02-28,"['TAMO.NS', 'JSTL.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'INFY.NS', 'LTIM.NS', 'TEML.NS']","[-0.0623595505617977, 0.0557133311059139, -0.0022848896638806, 0.0361098604232326, -0.0111203386740666, 0.1150303400707206, -0.0278306381818584, 0.0244322910474378, 0.068824033734012, 0.0459811588644218]"
2022-03-07,"['HALC.NS', 'JSTL.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'HROM.NS', 'LTIM.NS', 'TEML.NS']","[0.004005112910098, 0.0598148587704723, 0.087205448080516, 0.0189466365374588, 0.0215485456780006, 0.0192623913554146, 0.0153783283738342, 0.0180801575605514, 0.0189157997266171, 0.0228398309712336]"
2022-03-14,"['HALC.NS', 'JSTL.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'HROM.NS', 'LTIM.NS', 'TEML.NS']","[-0.0208793074180955, 0.0229189996267265, 0.0106430155210643, 0.0255885363357215, 0.0839749759384023, 0.0013443957901206, 0.0514998394244972, 0.0380490398422841, -0.0177291860801387, 0.0045063129410136]"
2022-03-21,"['HALC.NS', 'JSTL.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[0.0795769764216367, 0.0529119836520215, -0.0101469942957437, 0.0035761809713905, -0.0662597114317424, 0.0272354137097703, -0.0022906637250065, 0.0238788584740828, 0.0113512762007572, 0.0248075071685913]"
2022-03-28,"['HALC.NS', 'TAMO.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'TISC.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[-0.0838284888389273, 0.0211805555555555, 0.0070371806948523, -0.0025689898069115, -0.0012084472443441, -0.0163187572351469, 0.0493408527767902, -0.0446530147895336, -0.0015768406582299, -0.0283884505047402]"
2022-04-04,"['HALC.NS', 'TAMO.NS', 'SUN.NS', 'WIPR.NS', 'TITN.NS', 'INFY.NS', 'BJFS.NS', 'ONGC.NS', 'LTIM.NS', 'TEML.NS']","[0.0197195442594215, 0.024708149155616, 0.0174975239352921, -0.0301595214356928, -0.0043239383541265, -0.0397671649689112, -0.0227665235250186, 0.0175647514141115, -0.0032882481574472, -0.0257884751452832]"
2022-04-11,"['HALC.NS', 'TAMO.NS', 'SBI.NS', 'WIPR.NS', 'TITN.NS', 'BJFN.NS', 'BJFS.NS', 'ONGC.NS', 'COAL.NS', 'TEML.NS']","[-0.060163300386764, -0.0464550381594955, 0.0081791626095424, -0.0418915445900796, -0.0193629355166436, -0.0022600254593229, -0.0393426473222281, 0.0196021064950262, -0.0406169665809768, -0.0264365706547148]"
2022-04-18,"['SUN.NS', 'TAMO.NS', 'SBI.NS', 'RELI.NS', 'TITN.NS', 'BJFN.NS', 'BJFS.NS', 'ONGC.NS', 'COAL.NS', 'TEML.NS']","[-0.0030185424752049, 0.0180953485674515, -0.0330307127680123, 0.0891433188366533, 0.0208625347878197, -0.0297061452285271, -0.0395182115655327, -0.0014347202295552, 0.0833333333333334, -0.0736998512158608]"
2022-04-25,"['SUN.NS', 'TAMO.NS', 'SBI.NS', 'RELI.NS', 'TITN.NS', 'BJFN.NS', 'BJFS.NS', 'ONGC.NS', 'COAL.NS', 'TEML.NS']","[0.0041630622837369, -0.0028483536515894, -0.008589692369157, 0.011399817040762, -0.0216898157360607, -0.0617304785008613, -0.0351393148788031, -0.0778735632183909, -0.0954736581746228, -0.0363567644982426]"
2022-05-02,"['SUN.NS', 'TAMO.NS', 'SBI.NS', 'RELI.NS', 'TITN.NS', 'LART.NS', 'BJFS.NS', 'ONGC.NS', 'COAL.NS', 'TEML.NS']","[-0.0488343294028966, -0.0663848263254113, -0.0248841426556518, -0.0607830887159784, -0.1014766902611666, -0.0276579401717492, -0.0852147554011595, 0.0405110626363354, 0.0248837845228329, 0.025218487753208]"
2022-05-09,"['SUN.NS', 'TAMO.NS', 'SBI.NS', 'RELI.NS', 'TITN.NS', 'LART.NS', 'NTPC.NS', 'ONGC.NS', 'COAL.NS', 'TEML.NS']","[-0.0009056945545113, -0.0104026434952881, -0.0812067362330819, -0.0740464984437709, -0.0529937747594794, -0.0542080754415896, -0.0931110412079269, -0.080263551961665, -0.0997865528281751, -0.0680999932667374]"
